id,code,comment,label,GeneratedComment,BERTScore
113,"public boolean isEnabled(LintCategory lc){
  return values.contains(lc);
}
",checks if a warning category is enabled .,what,This method checks if a certain value exists in an array of LintCategories.,0.8552669882774353
114,"public String consumeAttributeKey(){
  int start=pos;
  while (!isEmpty() && (matchesWord() || matchesAny('-','_',':')))   pos++;
  return queue.substring(start,pos);
}
","consume an attribute key off the queue ( letter , digit , - , _ , : "" )",noisy,"The method consumes attribute keys and returns them as strings by matching words, dashes, underscores, or colons until it reaches the end of a queue string.",0.8244518041610718
115,"    public boolean isSuccessful() {
        return isProcessingSuccessful;
    }
",indicates whether the processing was successful,what,This method checks whether the process was successful.,0.9212269186973572
116,"public static int[] copyOfRange(int[] original,int start,int end){
  if (start <= end) {
    if (original.length >= start && 0 <= start) {
      int length=end - start;
      int copyLength=Math.min(length,original.length - start);
      int[] copy=new int[length];
      System.arraycopy(original,start,copy,0,copyLength);
      return copy;
    }
    throw new ArrayIndexOutOfBoundsException();
  }
  throw new IllegalArgumentException();
}
","copies elements in original array to a new array , from index start ( inclusive ) to end ( exclusive ) .",how-it-is-done,"The given code snippet creates a copy of an array with elements from `start` up to but not including `end`. It uses `System.arraycopy()` to copy the elements into a new array, and returns the newly created array. If either the `start` or `end` index is negative or greater than the length of the original array, it throws an `ArrayIndexOutOfBoundsException`; otherwise, it returns the copied array.",0.8363675475120544
117,"public static String trimSize(String str,int size){
  if (str == null)   return str;
  if (size <= 0)   throw new IllegalArgumentException(""Trim size invalid: "" + size);
  int length=str.length();
  if (length < size / 2)   return str;
  try {
    byte[] bytes=str.getBytes(""UTF-8"");
    if (bytes.length <= size)     return str;
    byte[] result=new byte[size];
    System.arraycopy(bytes,0,result,0,size);
    return new String(result,""UTF-8"");
  }
 catch (  UnsupportedEncodingException e) {
    log.log(Level.SEVERE,str,e);
  }
  return str;
}
",trim to max byte size,why,"Trimming a string will return the original string if it is null, less than 0, or shorter than half of trim size.",0.8280324339866638
118,"  private void storeDefaultBeans() {
    //the session bean
    m_WebSession.setAttribute(""jwma.session"", this);
    //the HtmlHelper bean
    m_WebSession.setAttribute(""jwma.htmlhelper"", m_HtmlHelper);
    //a reference to the i18n classloader
    m_WebSession.setAttribute(""jwma.resourceloader"", JwmaKernel.getReference().getResourceClassLoader());
  }//storeDefaultBeans
",stores the default beans of any session,what,private void storeDefaultBeans() {,0.808640182
119,"	public int logIntoAccount(String username, String passwort) throws ConnectionException{
		String command = ""do?a=PlayerAction&cmd=logIntoAccount"";
		String message;
		String response;
		int responseCode = 0;
		
		JSONStringer json = new JSONStringer();
		try {
			json.object();
			json.key(""nickname"").value(username);
			json.key(""password"").value(passwort);
			json.endObject();
			
			message = json.toString();
			System.out.println(json.toString());
			
			response = sendToServer(command, message);
			responseCode = extractResponseCode(response);
		} catch (Exception e) {
			throw new ConnectionException(""Fehler beim Einloggen: ""+e.getMessage());
		}
		
		return responseCode;
	}
",methode zum einloggen in ein spiel,noisy,"The code has an excessive number of unnecessary and ineffective lines, including JSONStringer's redundant use and print statements. This method should be shortened for easier readability while achieving a similar functionality.",0.7760400176048279
120,"public BinaryDictionary(Context context,ByteBuffer byteBuffer,int dicTypeId){
  if (byteBuffer != null) {
    if (byteBuffer.isDirect()) {
      mNativeDictDirectBuffer=byteBuffer;
    }
 else {
      mNativeDictDirectBuffer=ByteBuffer.allocateDirect(byteBuffer.capacity());
      byteBuffer.rewind();
      mNativeDictDirectBuffer.put(byteBuffer);
    }
    mDictLength=byteBuffer.capacity();
    mNativeDict=openNative(mNativeDictDirectBuffer,TYPED_LETTER_MULTIPLIER,FULL_WORD_FREQ_MULTIPLIER,mDictLength);
  }
  mDicTypeId=dicTypeId;
}
",create a dictionary from a byte buffer .,what,"This code snippet initializes a BinaryDictionary instance with a given context, ByteBuffer byteBuffer, and int dicTypeId.",0.8556702136993408
121,"public static boolean floatArrayEquals(float[] x,float[] y,float tol){
  for (int i=0; i < x.length; i+=1) {
    if (x[i] == 0) {
      return y[i] == 0;
    }
    if (Math.abs((y[i] - x[i]) / x[i]) > tol) {
      return false;
    }
  }
  return true;
}
",compare two float arrays using a given tolerance,how-it-is-done,"The method floatArrayEquals compares two float arrays element by element within a specified tolerance and returns true if they are equal, false otherwise.",0.8636803030967712
122,"@Override protected void sendData(final OutputStream out) throws IOException {
  LOG.trace(""enter sendData(OutputStream out)"");
  if (lengthOfData() == 0) {
    LOG.debug(""No data to send."");
    return;
  }
  final byte[] tmp=new byte[4096];
  final InputStream instream=source.createInputStream();
  try {
    int len;
    while ((len=instream.read(tmp)) >= 0) {
      out.write(tmp,0,len);
    }
  }
  finally {
    instream.close();
  }
}
","write the data in "" source "" to the specified stream .",what,This method sends data from an input stream to an output stream using a 4096 byte buffer and closes the input stream upon completion.,0.8565269112586975
123,"    public ReusableStringBuffer append(String s) {
	if (s == null) {
	    s = String.valueOf(s);
	}

        int newLength = s.length() + length;
        if(newLength > value.length) {
            expandCapacity(newLength);
        }

        s.getChars(0, s.length(), value, length);
        setLength(newLength);

        return this;
    }   
",append the given string to the end of this reusablestringbuffer,what,"This method appends a String to this ReusableStringBuffer, expanding its capacity if necessary.",0.866024911
124,"	public void delete(Employees entity) {
		EntityManagerHelper
				.log(""deleting Employees instance"", Level.INFO, null);
		try {
			entity = getEntityManager().getReference(Employees.class,
					entity.getId());
			getEntityManager().remove(entity);
			EntityManagerHelper.log(""delete successful"", Level.INFO, null);
		} catch (RuntimeException re) {
			EntityManagerHelper.log(""delete failed"", Level.SEVERE, re);
			throw re;
		}
	}
",delete a persistent employees entity,what,"The code snippet is a method that deletes an instance of Employees from the database, logging information about the delete operation using the EntityManagerHelper class.",0.8368704319000244
125,"public MonthDateFormat(Locale locale,int chars){
  this(TimeZone.getDefault(),locale,chars,true,false);
}
",creates a new instance for the specified time zone .,why,"This is a constructor method that creates a new object of this class with a specified locale and number of characters, using the default time zone.",0.8945915102958679
126,"@Override
    public ReaderT<W,T,R> peek(final Consumer<? super R> peek) {
        return of(run.peek(reader -> reader.mapFn(a -> {
            peek.accept(a);
            return a;
        })));
    }",peek at the current value of the future,what,The peek method takes a consumer parameter and applies it to all elements of the reader object.,0.8497271537780762
127,"    private void setCertificateToPartner( Partner partner, KeystoreCertificate certificate, int category, int prio){
        partner.getPartnerCertificateInformationList().insertNewCertificate(certificate.getSerialNumberDEC(), category, prio);
        this.certificateAccess.storePartnerCertificateInformationList(partner);
        //display the changes in the certificates for the user in the log
        this.logger.fine( partner.getPartnerCertificateInformationList().getCertificatePurposeDescription(this.certificateManager, partner, category));
    }
",sets a certificate to a partner,what,This method sets a certificate for a partner by inserting it into the partner's list of certificates and storing the list in the local database.,0.8712341785430908
128,"public void register(Route route){
  Integer oldSize=Integer.valueOf(_routeHashTable.size());
  _routeHashTable.put(route.getId(),route);
  int id=Integer.parseInt(route.getId());
  if (id > _id) {
    _id=id;
  }
  setDirtyAndFirePropertyChange(LISTLENGTH_CHANGED_PROPERTY,oldSize,Integer.valueOf(_routeHashTable.size()));
}
",remember a namedbean object created outside the manager .,what,The method registers a new route object in the HashTable with the associated id as key and route object as value.,0.86021781
129,"public byte[] decrypt(byte[] data,final String ref,final boolean isEncryption,final String cacheName,final boolean alwaysUseRC4,final boolean isString) throws PdfSecurityException {
  if (getBooleanValue(PDFflags.IS_FILE_ENCRYPTED) || isEncryption) {
    BufferedOutputStream streamCache=null;
    BufferedInputStream bis=null;
    boolean isAES=false;
    byte[] AESData=null;
    if (cacheName != null) {
      try {
        if (data == null) {
          AESData=new byte[16];
          final FileInputStream fis=new FileInputStream(cacheName);
          fis.read(AESData);
          fis.close();
        }
        final File tempFile2=File.createTempFile(""jpedal"","".raw"",new File(ObjectStore.temp_dir));
        cachedObjects.put(tempFile2.getAbsolutePath(),""x"");
        ObjectStore.copy(cacheName,tempFile2.getAbsolutePath());
        final File rawFile=new File(cacheName);
        rawFile.delete();
        streamCache=new BufferedOutputStream(new FileOutputStream(cacheName));
        bis=new BufferedInputStream(new FileInputStream(tempFile2));
      }
 catch (      final IOException e1) {
        LogWriter.writeLog(""Exception "" + e1 + "" in decrypt"");
      }
    }
    int keyLength=this.keyLength;
    String algorithm=""RC4"", keyType=""RC4"";
    IvParameterSpec ivSpec=null;
    final PdfObject AESObj;
    if (!isString) {
      AESObj=StmFObj;
    }
 else {
      AESObj=StrFObj;
    }
    if (certificate != null) {
      setPasswordFromCertificate(AESObj);
      AESObj.setIntNumber(PdfDictionary.Length,16);
    }
    if (!alwaysUseRC4 && AESObj == null && isAESIdentity) {
      return data;
    }
    if (AESObj != null) {
      final String cryptName=AESObj.getName(PdfDictionary.CFM);
      if (cryptName != null && !alwaysUseRC4 && ((cryptName.equals(""AESV2"") || (cryptName.equals(""AESV3""))))) {
        cipher=null;
        algorithm=""AES/CBC/PKCS5Padding"";
        keyType=""AES"";
        isAES=true;
        final byte[] iv=new byte[16];
        if (AESData != null) {
          System.arraycopy(AESData,0,iv,0,16);
        }
 else {
          System.arraycopy(data,0,iv,0,16);
        }
        ivSpec=new IvParameterSpec(iv);
        if (data == null) {
          try {
            bis.skip(16);
          }
 catch (          final IOException e) {
            LogWriter.writeLog(""Exception: "" + e.getMessage());
          }
        }
 else {
          final int origLen=data.length;
          final int newLen=origLen - 16;
          byte[] newData=new byte[newLen];
          System.arraycopy(data,16,newData,0,newLen);
          data=newData;
          final int diff=(data.length & 15);
          int newLength=data.length;
          if (diff > 0) {
            newLength=newLength + 16 - diff;
            newData=new byte[newLength];
            System.arraycopy(data,0,newData,0,data.length);
            data=newData;
          }
          if (rev == 5) {
            try {
              final byte[] finalKey=new byte[32];
              System.arraycopy(encryptionKey,0,finalKey,0,finalKey.length);
              return decodeAES(finalKey,data,iv);
            }
 catch (            final Exception e) {
              throw new PdfSecurityException(""Exception "" + e + "" decrypting content in AES revision 5"");
            }
          }
        }
      }
    }
    byte[] currentKey=new byte[keyLength];
    if (!ref.isEmpty()) {
      currentKey=new byte[keyLength + 5];
    }
    System.arraycopy(encryptionKey,0,currentKey,0,keyLength);
    try {
      final byte[] finalKey;
      if (rev == 5) {
        finalKey=new byte[32];
        System.arraycopy(currentKey,0,finalKey,0,finalKey.length);
      }
 else {
        if (!ref.isEmpty()) {
          final int pointer=ref.indexOf(' ');
          final int pointer2=ref.indexOf(' ',pointer + 1);
          final int obj=Integer.parseInt(ref.substring(0,pointer));
          final int gen=Integer.parseInt(ref.substring(pointer + 1,pointer2));
          currentKey[keyLength]=((byte)(obj & 0xff));
          currentKey[keyLength + 1]=((byte)((obj >> 8) & 0xff));
          currentKey[keyLength + 2]=((byte)((obj >> 16) & 0xff));
          currentKey[keyLength + 3]=((byte)(gen & 0xff));
          currentKey[keyLength + 4]=((byte)((gen >> 8) & 0xff));
        }
        finalKey=new byte[Math.min(currentKey.length,16)];
        if (!ref.isEmpty()) {
          final MessageDigest currentDigest=MessageDigest.getInstance(""MD5"");
          currentDigest.update(currentKey);
          if (isAES && keyLength >= 16) {
            final byte[] salt={(byte)0x73,(byte)0x41,(byte)0x6c,(byte)0x54};
            currentDigest.update(salt);
          }
          System.arraycopy(currentDigest.digest(),0,finalKey,0,finalKey.length);
        }
 else {
          System.arraycopy(currentKey,0,finalKey,0,finalKey.length);
        }
      }
      if (cipher == null) {
        cipher=Cipher.getInstance(algorithm);
      }
      final SecretKey testKey=new SecretKeySpec(finalKey,keyType);
      if (isEncryption) {
        cipher.init(Cipher.ENCRYPT_MODE,testKey);
      }
 else {
        if (ivSpec == null) {
          cipher.init(Cipher.DECRYPT_MODE,testKey);
        }
 else {
          cipher.init(Cipher.DECRYPT_MODE,testKey,ivSpec);
        }
      }
      if (streamCache != null) {
        final CipherInputStream cis=new CipherInputStream(bis,cipher);
        int nextByte;
        while (true) {
          nextByte=cis.read();
          if (nextByte == -1) {
            break;
          }
          streamCache.write(nextByte);
        }
        cis.close();
        streamCache.close();
        bis.close();
      }
      if (data != null) {
        data=cipher.doFinal(data);
      }
    }
 catch (    final Exception e) {
      throw new PdfSecurityException(""Exception "" + e + "" decrypting content"");
    }
  }
  if (alwaysReinitCipher) {
    cipher=null;
  }
  return data;
}
",reads the line / s from file which make up an object includes move,noisy,"This method decrypts a byte array using AES encryption with a 128-bit key. It takes in an optional reference string, boolean encryption flag, and boolean cache flag as parameters. The method first checks if the data is null and creates an empty byte array of length 16, which is then filled by reading from the cache file specified by the input cacheName parameter. Then it makes a copy of the raw file (the encrypted PDF) to a new temporary file, deletes the original raw file, and sets up a buffered output stream and input stream for encrypting the data. It sets up an instance variable called cipher based on the input encryption flag and key length. Finally, it decrypts the input data using AES encryption with the specified key length and returns the encrypted data.",0.7995653748512268
130,"private void getOffset(long time, boolean local, int NonExistingTimeOpt, int DuplicatedTimeOpt, int[] offsets) {
        complete();
        TimeZoneRule rule = null;
        if (historicTransitions == null) {
            rule = initialRule;
        } else {
            long tstart = getTransitionTime(historicTransitions.get(0),
                    local, NonExistingTimeOpt, DuplicatedTimeOpt);
            if (time < tstart) {
                rule = initialRule;
            } else {
                int idx = historicTransitions.size() - 1;
                long tend = getTransitionTime(historicTransitions.get(idx),
                        local, NonExistingTimeOpt, DuplicatedTimeOpt);
                if (time > tend) {
                    if (finalRules != null) {
                        rule = findRuleInFinal(time, local, NonExistingTimeOpt, DuplicatedTimeOpt);
                    }
                    if (rule == null) {
                        // no final rules or the given time is before the first transition
                        // specified by the final rules -> use the last rule
                        rule = (historicTransitions.get(idx)).getTo();
                    }
                } else {
                    // Find a historical transition
                    while (idx >= 0) {
                        if (time >= getTransitionTime(historicTransitions.get(idx),
                                local, NonExistingTimeOpt, DuplicatedTimeOpt)) {
                            break;
                        }
                        idx--;
                    }
                    rule = (historicTransitions.get(idx)).getTo();
                }
            }
        }
        offsets[0] = rule.getRawOffset();
        offsets[1] = rule.getDSTSavings();
    }",getoffset internal implementation,noisy,"The code snippet is responsible for retrieving the offset for a given time based on historical transitions of a TimeZoneRule object. It does this by checking if the time is before or after any specific transition, and then determining the appropriate offset based on that information.",0.8163501024246216
131,"public void queueEvent(KeenProject project, String eventCollection, Map<String, Object> event,
                           Map<String, Object> keenProperties, final KeenCallback callback) {

        if (!isActive) {
            handleLibraryInactive(callback);
            return;
        }

        if (project == null && defaultProject == null) {
            handleFailure(null,
                          project,
                          eventCollection,
                          event,
                          keenProperties,
                          new IllegalStateException(
                                  ""No project specified, but no default project found""));
            return;
        }
        KeenProject useProject = (project == null ? defaultProject : project);

        try {
            // Build the event
            Map<String, Object> newEvent =
                    validateAndBuildEvent(useProject, eventCollection, event, keenProperties);

            // Serialize the event into JSON.
            StringWriter writer = new StringWriter();
            jsonHandler.writeJson(writer, newEvent);
            String jsonEvent = writer.toString();
            KeenUtils.closeQuietly(writer);

            try {
                // Save the JSON event out to the event store.
                Object handle = eventStore.store(useProject.getProjectId(), eventCollection, jsonEvent);

                if (eventStore instanceof KeenAttemptCountingEventStore) {
                    synchronized (attemptsLock) {
                        Map<String, Integer> attempts = getAttemptsMap(useProject.getProjectId(), eventCollection);
                        attempts.put("""" + handle.hashCode(), maxAttempts);
                        setAttemptsMap(useProject.getProjectId(), eventCollection, attempts);
                    }
                }
            } catch(IOException ex) {
                KeenLogging.log(""Failed to set the event POST attempt count. The event was still "" +
                        ""queued and will we POSTed."");
            }
            handleSuccess(callback, project, eventCollection, event, keenProperties);
        } catch (Exception e) {
            handleFailure(callback, project, eventCollection, event, keenProperties, e);
        }
    }",synchronously queues an event for publishing .,why,"This code snippet queues an event in a project on the Keen platform. It checks if the library is active and if a default project exists, it also makes sure that the user has specified a valid project. If any of these conditions fail, it will call a failure handler. ",0.8391313552856445
132,"public Token match(int tok) throws ParseException {
  if (Debug.parserDebug) {
    Debug.println(""match "" + tok);
  }
  if (tok > START && tok < END) {
    if (tok == ID) {
      if (!startsId())       throw new ParseException(buffer + ""\nID expected"",ptr);
      String id=getNextId();
      this.currentMatch=new Token();
      this.currentMatch.tokenValue=id;
      this.currentMatch.tokenType=ID;
    }
 else     if (tok == SAFE) {
      if (!startsSafeToken())       throw new ParseException(buffer + ""\nID expected"",ptr);
      String id=ttokenSafe();
      this.currentMatch=new Token();
      this.currentMatch.tokenValue=id;
      this.currentMatch.tokenType=SAFE;
    }
 else     if (tok == ID_NO_WHITESPACE) {
      if (!startsIdNoWhiteSpace())       throw new ParseException(buffer + ""\nID no white space expected"",ptr);
      String id=getNextIdNoWhiteSpace();
      this.currentMatch=new Token();
      this.currentMatch.tokenValue=id;
      this.currentMatch.tokenType=ID_NO_WHITESPACE;
    }
 else {
      String nexttok=getNextId();
      Integer cur=currentLexer.get(Utils.toUpperCase(nexttok));
      if (cur == null || cur.intValue() != tok)       throw new ParseException(buffer + ""\nUnexpected Token : "" + nexttok,ptr);
      this.currentMatch=new Token();
      this.currentMatch.tokenValue=nexttok;
      this.currentMatch.tokenType=tok;
    }
  }
 else   if (tok > END) {
    char next=lookAhead(0);
    if (tok == DIGIT) {
      if (!isDigit(next))       throw new ParseException(buffer + ""\nExpecting DIGIT"",ptr);
      this.currentMatch=new Token();
      this.currentMatch.tokenValue=String.valueOf(next);
      this.currentMatch.tokenType=tok;
      consume(1);
    }
 else     if (tok == ALPHA) {
      if (!isAlpha(next))       throw new ParseException(buffer + ""\nExpecting ALPHA"",ptr);
      this.currentMatch=new Token();
      this.currentMatch.tokenValue=String.valueOf(next);
      this.currentMatch.tokenType=tok;
      consume(1);
    }
  }
 else {
    char ch=(char)tok;
    char next=lookAhead(0);
    if (next == ch) {
      consume(1);
    }
 else     throw new ParseException(buffer + ""\nExpecting  >>>"" + ch+ ""<<< got >>>""+ next+ ""<<<"",ptr);
  }
  return this.currentMatch;
}
",match the given token or throw an exception if no such token can be matched.,property,"This code snippet is a part of the Tokenizer class and returns the next token in the buffer based on the given token type. It checks if the next character in the buffer matches the token type specified, and if so, it consumes the character and returns a new Token object with the matched token value and type. If the token type is not found in the buffer, it throws a ParseException with an error message.",0.8668802976608276
133,"private static img createImage(String AD_Language,String name,String js_command,boolean enabled,boolean pressed){
  StringBuffer imgName=new StringBuffer(name);
  if (!enabled)   imgName.append(""D"");
 else   if (pressed)   imgName.append(""X"");
  imgName.append(""16.gif"");
  img img=new img(WebEnv.getImageDirectory(imgName.toString()),name);
  if (enabled)   img.setAlt(Msg.getMsg(AD_Language,name));
  if (!pressed || !enabled)   img.setID(""imgButton"");
 else   img.setID(""imgButtonPressed"");
  img.setHeight(16);
  img.setWidth(16);
  img.setBorder(0);
  img.setTitle(name);
  return img;
}
","create image with name , id of button _ name and set p _ command onclick",how-it-is-done,"The createImage method returns a new img object, using the given parameters to determine the image name and ID. It appends ""D"" or ""X"" to the name if it is not enabled or pressed respectively and then adds ""16.gif"". Finally, it sets various attributes such as height, width, border, alt, and title.",0.8261985778808594
134,"public void add(ClosingAwareWebDriver driver){
  drivers.add(driver);
}
",register webdriver instance that should be terminated at the end of the suite,what,This code adds a WebDriver instance to an existing List of WebDrivers.,0.8909655809402466
135,"public static Set<Policy> policies(Config config) {
    BasicSettings settings = new BasicSettings(config);
    return settings.admission().stream().map(admission ->
      new SegmentedLruPolicy(admission, config)
    ).collect(toSet());
  }",returns all variations of this policy based on the configuration parameters .,property,This method returns a set of policies based on configuration data passed in as an argument.,0.8795766234397888
136,"public static LongStream zipfian(int items, double constant, int events) {
    return generate(new ZipfianGenerator(items, constant), events);
  }","returns a sequence of events where some items are more popular than others , according to a zipfian distribution .",how-it-is-done,"The method returns a LongStream that is generated by the ZipfianGenerator class using the provided items, constant, and events parameters.",0.8427290916442871
137,"		protected boolean isSourceEditing() {
			return source;
		}
",checks for source editing,why,"This method isSourceEditing returns true if the source attribute of the model object is true; false otherwise, indicating that editing is disabled.",0.8195360898971558
138,"    public void setLongValue(long value) throws XMLConfigurationException {
        if (type == null) {
            throw new XMLConfigurationException(
                    ""The type has not been initialized"");
        } else if (XMLConfigurationType.LONG_VALUE == type.getType()) {
            longValue = value;
        } else {
            throw new XMLConfigurationException(
                    ""The value is not of type [long]."");
        }
    }
",the setter method for the long value,why,"It checks if the XMLConfigurationType is null, and then it checks if the XMLConfigurationType.LONG_VALUE is the same as the current type. Then it assigns longValue with the value variable if both are true.",0.8530974388122559
139,"protected Buffer checkErrorPacket() throws SQLException {
  return checkErrorPacket(-1);
}
","checks for errors in the reply packet , and if none , returns the reply packet , ready for reading",how-it-is-done,"The method checkErrorPacket() returns a buffer, which is then passed into a method called checkErrorPacket(-1).",0.8386841416358948
140,"    public void setQueryTimeout(int seconds) throws SQLException {
        try {
            if(Trace.isEnabled()) Trace.trace(getId(),seconds);
            if(seconds<0) {
                throw Factory.getInvalidValueException(""seconds:""+seconds);
            }
            queryTimeout=seconds;
            queryTimeoutSet=true;
        } catch(Throwable e) {
            throw convertThrowable(e);
        }
    }
",sets the current query timeout in seconds,what,This method sets a query timeout for the current connection in seconds.,0.9434942007064819
141,"    public void setChildren(List<PartitionRule> rules) {
        if (!rules.isEmpty()) {
            innerRules.addAll(rules);
        }
    }
",adds the given rules to the list of known sub partition rules,how-it-is-done,"The code snippet adds the rules passed in as a parameter, if any, to an existing list of innerRules that are not empty.",0.8772225975990295
142,"   protected void setCheckmate (boolean t) {
      checkmate = t;
      if (result == null)
         result = new ChessResult((board.isBlackMove()) 
	             ? ChessResult.BLACK_WIN
	             : ChessResult.WHITE_WIN);
   }
",sets teh checkmate flag and also sets the result field to a new chessresult if and only if result was null,property,"The setCheckmate property determines if a player has checkmated their opponent by setting the boolean variable checkmate true, and creating a new instance of ChessResult.",0.8638458251953125
143,"public static Method[] getMethods(Class<?> clazz) {
        final boolean legacyApproach = isGetMethodsLegacyApproach();

        final List<Method> allMethods = new ArrayList<>();
        addMethods(allMethods, clazz, legacyApproach);

        return allMethods.toArray(new Method[allMethods.size()]);
    }","gets all methods of a class , excluding those from object .",how-it-is-done,"The method getMethods() retrieves all methods from a given Class object, including inherited ones, using the legacy approach as defined by isGetMethodsLegacyApproach().",0.8659346103668213
144,"	public Result evaluate( HttpResponseData httpResponse, Variables variables, long ruleId, java.util.Date scanStartTime ) throws DefinitionEvaluationException, SQLException{
		Connection connection = null;
		
		try{
			connection = Application.getApplication().getDatabaseConnection(Application.DatabaseAccessType.SCANNER);
			return evaluate( httpResponse, variables, ruleId, connection, scanStartTime );
		}
		catch(NoDatabaseConnectionException e){
			throw new DefinitionEvaluationException(""Database connection could not be established"", e);
		}
		finally{
			if( connection != null ){
				connection.close();
			}
		}
		
	}
",this method evaluates the given data with this definition,what,"This method evaluates a HttpResponseData object by connecting to the database and then executing the evaluate method on it, using the DatabaseAccessType of SCANNER.",0.8769600987434387
145,"public TrueTypeFont(int type){
  this.type=type;
  tables=Collections.synchronizedSortedMap(new TreeMap<String,Object>());
}
",creates a new instance of truetypeparser,what,"This is a constructor for the class TrueTypeFont, which sets the private field 'type' to the input value and initializes a synchronized sorted map (tables) as an instance variable in this class.",0.8394070863723755
146,"public static String toJavaDateTimeFormat(String strftime) {
    if (!StringUtils.contains(strftime, '%')) {
      return replaceL(strftime);
    }

    StringBuilder result = new StringBuilder();

    for (int i = 0; i < strftime.length(); i++) {
      char c = strftime.charAt(i);
      if (c == '%') {
        c = strftime.charAt(++i);
        boolean stripLeadingZero = false;

        if (c == '-') {
          stripLeadingZero = true;
          c = strftime.charAt(++i);
        }

        if (stripLeadingZero) {
          result.append(CONVERSIONS[c].substring(1));
        } else {
          result.append(CONVERSIONS[c]);
        }
      } else if (Character.isLetter(c)) {
        result.append(""'"");
        while (Character.isLetter(c)) {
          result.append(c);
          if (++i < strftime.length()) {
            c = strftime.charAt(i);
          } else {
            c = 0;
          }
        }
        result.append(""'"");
        --i; // re-consume last char
      } else {
        result.append(c);
      }
    }

    return replaceL(result.toString());
  }","parses a string in python strftime format , returning the equivalent string in java date time format .",how-it-is-done,The method takes a String representing an strftime formatting pattern and converts it into Java's DateTimeFormatter pattern using a map of conversion symbols to Java DateTimeFormatter patterns.,0.8585038185119629
147,"	public void fightEnd() {
		if (attackerCasualties == 0 && defenderCasualties == 0) {
			this.activeFight = false;
			this.attackerWins = false;
			this.attackingBanner = null;
			this.defendingBanner = null;
			this.attackingProvince = null;
			this.defendingProvince = null;
		}
	}
",checks if the attacker can retreat and finishes the fight if possible,how-it-is-done,"The function sets activeFight, attackingBanner, defendingBanner, and attackingProvince to null when attackerCasualties and defenderCasualties are both zero.",0.8162283897399902
148,"	 protected String doSOAP(HttpServletRequest req) throws ServletException{

		 throw new ServletException(""SOAP result not supported"");
	 }   
",returns soap xml results to the caller,property,protected String doSOAP(HttpServletRequest req) throws ServletException{ // property,0.7923786044120789
149,"	public String getStreetLine3() {
		return(primitive.getStreet().getLine3());
	}
",gets the line3 field of the address street element,what,This method gets the line 3 of a street in the class primitive and returns it as a string.,0.8818973898887634
